,KermaniBedroom6.6686ccbe.jpg,KermaniBedroom8.f93192c9.jpg,KermaniBedroom10.67b83e7f.jpg,KermaniBedroom12.bbc32f10.jpg,KermaniBedroom14.1559f8be.jpg,KermaniBedroom1.c9150c64.jpg,KermaniBedroom2.4137562e.jpg,KermaniBedroom3.85a2fcf8.jpg,KermaniBedroom4.19237d55.jpg,KermaniBedroom5.182113cf.jpg,CustomBedroom6.1c45b690.jpg,CustomBedroom8.aa80d511.jpg,CustomBedroom10.4dd2b35e.jpg,CustomBedroom12.f07706c8.jpg,CustomBedroom14.6ccf0203.jpg,CustomBedroom1.dd3a3ab7.jpg,CustomBedroom2.68c78b04.jpg,CustomBedroom3.8e19b3f5.jpg,CustomBedroom4.b5057e6e.jpg,CustomBedroom5.d076a690.jpg,SceneSeerBedroom6.5b0b1b2b.jpg,SceneSeerBedroom8.2feda100.jpg,SceneSeerBedroom10.9c7c61ff.jpg,SceneSeerBedroom12.a25a8054.jpg,SceneSeerBedroom14.b3241d65.jpg,SceneSeerBedroom1.eab3fddf.jpg,SceneSeerBedroom2.b8db532a.jpg,SceneSeerBedroom3.38edf89c.jpg,SceneSeerBedroom4.a2e3fbff.jpg,SceneSeerBedroom5.0180e40e.jpg,KermaniBedroom7.7e8bc67f.jpg,KermaniBedroom9.5dff6957.jpg,KermaniBedroom11.422233d5.jpg,KermaniBedroom13.c602e5eb.jpg,KermaniBedroom15.c664de01.jpg,CustomBedroom7.508d6991.jpg,CustomBedroom9.3d527068.jpg,CustomBedroom11.7b6d522f.jpg,CustomBedroom13.f2ff04af.jpg,CustomBedroom15.ac5f8911.jpg,SceneSeerBedroom7.275594ba.jpg,SceneSeerBedroom9.6bb13040.jpg,SceneSeerBedroom11.11fe71f0.jpg,SceneSeerBedroom13.72e46935.jpg,SceneSeerBedroom15.d60f6632.jpg
KermaniBathroom12.253b9619.jpg,-1,-1,-1,-1,-1,-1,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom13.3cc9414f.jpg,-1,-1,-1,-1,-1,-1,-1,2.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom14.28980cef.jpg,-1,-1,-1,-1,-1,-1,-1,-1,2.85,2.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5,2.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom9.b73a7ad1.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom11.83f00d27.jpg,-1,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2222222222222223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom12.a184ee8e.jpg,-1,-1,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.3333333333333335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom13.c19b560e.jpg,-1,-1,-1,-1,-1,-1,-1,2.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.6666666666666665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom1.4669d303.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom3.639ff2da.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom5.a6e993b7.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom7.ca0c9ab2.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom9.8291fa2e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom11.26f79cf9.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.142857142857143,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom12.1bc6afa0.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom13.9126ddeb.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5714285714285716,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom14.83034ec8.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.7142857142857144,2.7142857142857144,-1,-1,-1,-1,-1,-1,-1,-1,2.85,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom14.2d879a61.jpg,-1,-1,-1,-1,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.75,3.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom15.c2fa3441.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom2.b78c9823.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom4.a1b2b280.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom6.b219d42e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom8.285ee39e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom2.ddd30adf.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom4.00f15c35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom6.f99c22dc.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom8.c8e0d072.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom10.7ee7ee2a.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom10.197d1791.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom2.ce416378.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom4.5c1db884.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom6.3821bfff.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom8.4165a5d8.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom10.2b417f8e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
""
""
,CustomBathroom1.2580f005.jpg,CustomBathroom3.3094107d.jpg,CustomBathroom5.f52d1349.jpg,CustomBathroom7.5c2b31db.jpg,KermaniBathroom1.c0a43ea4.jpg,KermaniBathroom3.cad9b371.jpg,KermaniBathroom5.34156c14.jpg,KermaniBathroom7.e1743688.jpg,KermaniBathroom9.210c1d12.jpg,KermaniBathroom11.ee57a26d.jpg,KermaniBathroom12.253b9619.jpg,KermaniBathroom13.3cc9414f.jpg,KermaniBathroom14.28980cef.jpg,CustomBathroom9.b73a7ad1.jpg,CustomBathroom11.83f00d27.jpg,CustomBathroom12.a184ee8e.jpg,CustomBathroom13.c19b560e.jpg,SceneSeerBathroom1.4669d303.jpg,SceneSeerBathroom3.639ff2da.jpg,SceneSeerBathroom5.a6e993b7.jpg,SceneSeerBathroom7.ca0c9ab2.jpg,SceneSeerBathroom9.8291fa2e.jpg,SceneSeerBathroom11.26f79cf9.jpg,SceneSeerBathroom12.1bc6afa0.jpg,SceneSeerBathroom13.9126ddeb.jpg,SceneSeerBathroom14.83034ec8.jpg,CustomBathroom14.2d879a61.jpg,CustomBathroom15.c2fa3441.jpg,CustomBathroom2.b78c9823.jpg,CustomBathroom4.a1b2b280.jpg,CustomBathroom6.b219d42e.jpg,CustomBathroom8.285ee39e.jpg,KermaniBathroom2.ddd30adf.jpg,KermaniBathroom4.00f15c35.jpg,KermaniBathroom6.f99c22dc.jpg,KermaniBathroom8.c8e0d072.jpg,KermaniBathroom10.7ee7ee2a.jpg,CustomBathroom10.197d1791.jpg,SceneSeerBathroom2.ce416378.jpg,SceneSeerBathroom4.5c1db884.jpg,SceneSeerBathroom6.3821bfff.jpg,SceneSeerBathroom8.4165a5d8.jpg,SceneSeerBathroom10.2b417f8e.jpg
CustomBathroom1.2580f005.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5833333333333334,-1,-1,-1,0.7272727272727273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom3.3094107d.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4166666666666667,-1,-1,-1,0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom5.f52d1349.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7272727272727273,-1,-1,-1,0.5,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom7.5c2b31db.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6,-1,-1,-1,0.5,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom1.c0a43ea4.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8181818181818181,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1
KermaniBathroom3.cad9b371.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1,-1,-1,0.8,-1,-1,-1
KermaniBathroom5.34156c14.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.65,-1,-1,-1,-1,-1,1.1,-1,-1
KermaniBathroom7.e1743688.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-1,-1,-1,-1,-1,1.0,-1
KermaniBathroom9.210c1d12.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.85,-1,-1,-1,-1,-1,0.8
KermaniBathroom11.ee57a26d.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom12.253b9619.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom13.3cc9414f.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KermaniBathroom14.28980cef.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom9.b73a7ad1.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.1,0.75,-1,-1,-1,-1,-1
CustomBathroom11.83f00d27.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom12.a184ee8e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom13.c19b560e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom1.4669d303.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.565217391304348,-1,-1,-1,-1
SceneSeerBathroom3.639ff2da.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1
SceneSeerBathroom5.a6e993b7.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8095238095238095,-1,-1
SceneSeerBathroom7.ca0c9ab2.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.368421052631579,-1
SceneSeerBathroom9.8291fa2e.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1,-1,1.65
SceneSeerBathroom11.26f79cf9.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom12.1bc6afa0.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom13.9126ddeb.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SceneSeerBathroom14.83034ec8.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom14.2d879a61.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom15.c2fa3441.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CustomBathroom2.b78c9823.jpg,0.5833333333333334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5714285714285714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
